id;age;job;marital;education;housing;contact;month;duration;campaign;y
145898;41;services;married;high.school;no;telephone;jun;33;21;no
156969;34;entrepreneur;single;professional.course;yes;telephone;jun;144;4;no
159925;48;services;married;high.school;yes;telephone;jun;57;8;no
157497;52;technician;divorced;university.degree;no;telephone;jun;184;3;no
137119;47;blue-collar;married;basic.9y;yes;telephone;jun;109;3;no
186276;50;housemaid;single;unknown;no;telephone;jun;741;4;yes
132004;40;admin.;single;high.school;no;telephone;jun;349;2;no
178538;38;admin.;divorced;high.school;no;telephone;jun;100;3;no
147676;47;services;married;high.school;yes;telephone;jun;87;3;no
179387;34;blue-collar;married;basic.9y;no;telephone;jun;95;8;no
122149;35;entrepreneur;married;basic.6y;no;telephone;jun;114;5;no
194220;33;blue-collar;single;basic.9y;no;telephone;jun;109;2;no
193549;37;management;married;university.degree;no;telephone;jun;1323;9;yes
185647;52;blue-collar;married;basic.4y;yes;telephone;jun;186;6;no
165233;29;admin.;divorced;university.degree;no;telephone;jun;187;3;no
185053;47;entrepreneur;married;university.degree;yes;telephone;jun;580;3;no
152641;39;services;divorced;high.school;yes;telephone;jun;81;5;no
180733;52;unknown;married;basic.4y;no;telephone;jun;253;2;no
143825;41;blue-collar;married;basic.6y;yes;telephone;jun;75;3;no
137281;39;blue-collar;married;basic.6y;unknown;telephone;jun;144;2;no
193544;35;blue-collar;divorced;basic.9y;unknown;telephone;jun;276;3;no
129002;49;retired;married;basic.4y;no;telephone;jun;93;2;no
144772;32;admin.;divorced;university.degree;no;telephone;jun;106;10;no
178477;47;technician;single;professional.course;no;telephone;jun;90;2;no
195915;28;admin.;single;university.degree;no;telephone;jun;78;5;no
151857;40;blue-collar;single;basic.9y;no;telephone;jun;55;2;no
103127;59;admin.;married;high.school;no;telephone;jun;204;4;no
171657;50;technician;divorced;professional.course;no;telephone;jun;408;2;no
104652;32;blue-collar;married;basic.6y;no;telephone;jun;147;2;no
122792;38;admin.;single;high.school;yes;telephone;jun;287;2;no
119208;34;management;married;university.degree;no;telephone;jun;84;3;no
123387;41;blue-collar;married;basic.9y;yes;telephone;jun;119;3;no
197473;51;blue-collar;divorced;basic.4y;no;telephone;jun;133;2;no
176251;31;blue-collar;married;basic.9y;no;telephone;jun;195;2;no
165506;28;admin.;married;high.school;no;telephone;jun;108;2;no
175795;40;technician;married;professional.course;no;telephone;jun;92;6;no
191702;50;blue-collar;single;basic.9y;no;telephone;jun;264;4;no
107459;56;housemaid;divorced;basic.4y;no;telephone;jun;123;2;no
174342;45;admin.;married;basic.9y;no;telephone;jun;73;4;no
159464;34;admin.;married;university.degree;no;telephone;jun;146;3;no
179525;34;blue-collar;married;basic.9y;no;telephone;jun;206;1;no
168835;54;entrepreneur;married;university.degree;no;telephone;jun;100;17;no
191881;32;blue-collar;married;basic.9y;yes;telephone;jun;452;1;no
195847;36;blue-collar;single;basic.6y;yes;telephone;jun;163;1;no
145675;40;blue-collar;married;unknown;yes;telephone;jun;69;2;no
118832;25;technician;single;university.degree;yes;telephone;jun;35;6;no
184892;52;blue-collar;married;unknown;no;telephone;jun;215;3;no
196297;44;management;divorced;university.degree;yes;telephone;jun;96;8;no
119120;52;services;married;university.degree;no;telephone;jun;119;1;no
165574;34;entrepreneur;married;university.degree;yes;telephone;jun;265;3;no
145412;40;technician;married;professional.course;no;telephone;jun;60;2;no
130119;31;blue-collar;married;basic.9y;no;telephone;jun;179;2;no
125966;45;entrepreneur;single;university.degree;no;telephone;jun;162;6;no
149098;46;management;married;basic.4y;yes;telephone;jun;227;1;no
123076;33;blue-collar;married;basic.4y;no;telephone;jun;41;1;no
186328;36;technician;married;university.degree;no;telephone;jun;1093;1;yes
189249;40;admin.;single;university.degree;no;telephone;jun;270;1;no
179510;43;blue-collar;married;basic.9y;yes;telephone;jun;1395;2;yes
196306;35;student;single;university.degree;yes;telephone;jun;178;4;no
175244;32;services;single;high.school;no;telephone;jun;223;2;no
118010;56;blue-collar;single;basic.6y;no;telephone;jun;35;3;no
199993;28;blue-collar;married;basic.9y;yes;telephone;jun;210;2;no
162809;43;admin.;married;high.school;no;telephone;jun;193;2;no
120059;38;entrepreneur;married;basic.4y;no;telephone;jun;822;1;no
108626;41;unemployed;divorced;high.school;no;telephone;jun;163;4;no
137586;53;entrepreneur;married;basic.4y;no;telephone;jun;339;2;no
175806;32;blue-collar;married;high.school;no;telephone;jun;140;1;no
113824;30;technician;married;university.degree;unknown;telephone;jun;71;1;no
163655;40;blue-collar;married;basic.4y;no;telephone;jun;1238;2;no
177194;47;services;married;unknown;no;telephone;jun;32;2;no
107257;52;blue-collar;married;basic.4y;yes;telephone;jun;116;1;no
126192;59;blue-collar;married;basic.4y;yes;telephone;jun;64;1;no
156082;33;admin.;married;university.degree;no;telephone;jun;77;1;no
111617;29;admin.;single;university.degree;no;telephone;jun;73;3;no
144395;56;services;divorced;basic.4y;no;telephone;jun;42;3;no
197668;52;admin.;divorced;high.school;no;telephone;jun;24;5;no
155612;46;unknown;married;basic.4y;yes;telephone;jun;25;1;no
179210;37;admin.;divorced;university.degree;no;telephone;jun;147;1;no
104114;33;blue-collar;married;basic.9y;no;telephone;jun;145;1;no
130997;57;services;divorced;high.school;yes;telephone;jun;80;4;no
137040;60;management;married;unknown;yes;telephone;jun;35;1;no
154155;36;admin.;married;university.degree;yes;telephone;jun;141;1;no
151466;34;blue-collar;married;basic.9y;no;telephone;jun;263;8;no
164719;38;admin.;married;high.school;no;telephone;jun;123;1;no
143099;31;blue-collar;married;basic.9y;yes;telephone;jun;208;1;no
141575;25;student;single;high.school;yes;telephone;jun;100;1;no
131834;42;technician;married;university.degree;yes;telephone;jun;91;1;no
179833;29;admin.;single;basic.9y;no;telephone;jun;1298;2;no
161929;41;blue-collar;married;basic.9y;no;telephone;jun;644;1;no
177572;44;technician;divorced;professional.course;yes;telephone;jun;289;1;no
140869;43;self-employed;married;basic.9y;no;telephone;jun;1089;1;yes
118465;51;management;married;basic.4y;yes;telephone;jun;124;2;no
104724;29;admin.;single;university.degree;no;telephone;jun;157;2;no
162015;33;self-employed;single;university.degree;no;telephone;jun;226;4;no
151399;34;entrepreneur;single;professional.course;yes;telephone;jun;136;8;no
115168;53;admin.;married;university.degree;no;telephone;jun;541;19;no
125816;41;unknown;single;unknown;no;telephone;jun;242;6;no
198091;52;blue-collar;married;basic.4y;no;telephone;jun;50;3;no
177848;44;management;divorced;basic.9y;yes;telephone;jun;73;2;no
145522;38;technician;married;professional.course;no;telephone;jun;250;2;no
107392;26;technician;married;professional.course;yes;telephone;jun;181;2;no
133621;30;blue-collar;married;high.school;yes;telephone;jun;32;3;no
191285;41;technician;married;professional.course;no;telephone;jun;235;2;no
170586;40;blue-collar;single;basic.9y;no;telephone;jun;121;5;no
163776;57;technician;married;basic.9y;yes;telephone;jun;215;3;no
127538;35;admin.;single;university.degree;no;telephone;jun;320;2;no
108366;41;technician;single;university.degree;no;telephone;jun;382;3;no
115694;53;unknown;married;high.school;yes;telephone;jun;244;1;no
115551;40;housemaid;married;basic.4y;no;telephone;jun;286;1;no
180769;26;admin.;married;high.school;no;telephone;jun;1021;1;no
135950;45;blue-collar;married;basic.9y;unknown;telephone;jun;167;2;no
174860;31;entrepreneur;single;basic.9y;no;telephone;jun;1248;3;yes
133895;32;admin.;single;university.degree;no;telephone;jun;179;25;no
128009;29;blue-collar;single;high.school;no;telephone;jun;203;2;no
105819;28;blue-collar;married;basic.6y;yes;telephone;jun;273;5;no
175497;27;blue-collar;single;basic.9y;yes;telephone;jun;209;12;no
191001;32;blue-collar;married;basic.9y;yes;telephone;jun;39;1;no
189651;52;blue-collar;married;basic.4y;yes;telephone;jun;162;1;no
143617;46;admin.;single;high.school;no;telephone;jun;418;1;no
188333;37;entrepreneur;single;university.degree;yes;telephone;jun;348;1;no
136191;36;management;married;university.degree;yes;telephone;jun;135;1;no
106323;28;student;single;high.school;yes;telephone;jun;131;2;no
188047;52;blue-collar;married;basic.9y;no;telephone;jun;401;2;no
133241;30;technician;divorced;professional.course;no;telephone;jun;332;2;no
183177;29;technician;single;university.degree;no;telephone;jun;78;1;no
100201;55;housemaid;married;professional.course;no;telephone;jun;394;2;no
168477;45;blue-collar;divorced;basic.9y;yes;telephone;jun;287;1;no
191117;24;unemployed;married;university.degree;yes;telephone;jun;266;1;no
195465;43;technician;single;high.school;no;telephone;jun;153;1;no
183121;46;technician;married;high.school;unknown;telephone;jun;500;1;no
184072;24;services;married;high.school;yes;telephone;jun;298;6;no
159418;38;blue-collar;single;basic.9y;yes;telephone;jun;101;1;no
174909;56;services;divorced;high.school;yes;telephone;jun;13;1;no
191102;41;blue-collar;divorced;basic.6y;no;telephone;jun;66;1;no
143282;35;admin.;married;professional.course;no;telephone;jun;62;1;no
136265;45;management;married;unknown;no;telephone;jun;73;1;no
146755;26;admin.;divorced;high.school;yes;telephone;jun;50;1;no
176368;53;blue-collar;divorced;basic.4y;yes;telephone;jun;57;1;no
100085;53;blue-collar;divorced;basic.4y;no;telephone;jun;193;1;no
177358;37;admin.;married;high.school;yes;telephone;jun;599;3;no
184572;52;entrepreneur;married;university.degree;no;telephone;jun;92;2;no
185832;35;blue-collar;divorced;basic.9y;no;telephone;jun;52;3;no
148328;48;blue-collar;married;basic.4y;yes;telephone;jun;92;3;no
194384;41;blue-collar;divorced;basic.9y;no;telephone;jun;294;3;no
147117;36;admin.;single;university.degree;yes;telephone;jun;99;1;no
104107;44;unknown;single;basic.9y;yes;telephone;jun;76;3;no
118532;31;blue-collar;divorced;high.school;no;telephone;jun;27;3;no
174817;26;blue-collar;single;basic.4y;yes;telephone;jun;41;1;no
161910;34;technician;married;professional.course;yes;telephone;jun;191;1;no
152719;45;admin.;married;high.school;yes;telephone;jun;523;1;no
160939;39;admin.;single;high.school;yes;telephone;jun;358;1;no
141962;51;blue-collar;married;basic.9y;yes;telephone;jun;254;1;no
158753;50;blue-collar;divorced;basic.4y;yes;telephone;jun;46;1;no
131868;40;blue-collar;married;basic.9y;yes;telephone;jun;112;4;no
148981;43;blue-collar;married;basic.6y;yes;telephone;jun;51;1;no
101961;29;admin.;single;university.degree;yes;telephone;jun;359;1;no
190393;42;blue-collar;married;basic.9y;yes;telephone;jun;88;1;no
133904;30;technician;single;university.degree;yes;telephone;jun;342;1;no
160807;40;entrepreneur;married;high.school;no;telephone;jun;78;1;no
184165;34;services;married;high.school;yes;telephone;jun;76;3;no
126822;39;management;married;university.degree;no;telephone;jun;721;3;yes
119088;60;management;divorced;university.degree;yes;telephone;jun;420;4;no
126027;30;services;single;unknown;no;telephone;jun;163;1;no
107815;35;services;single;high.school;no;telephone;jun;41;3;no
182949;34;technician;divorced;professional.course;no;telephone;jun;442;3;no
151117;35;admin.;divorced;university.degree;no;telephone;jun;41;3;no
143392;52;entrepreneur;married;basic.4y;yes;telephone;jun;535;2;no
125760;60;retired;married;basic.4y;no;telephone;jun;155;4;no
185116;25;self-employed;single;university.degree;no;telephone;jun;178;7;no
147993;35;admin.;single;high.school;no;telephone;jun;36;1;no
144452;40;services;single;high.school;yes;telephone;jun;20;21;no
164795;35;admin.;divorced;high.school;no;telephone;jun;15;15;no
143792;58;unemployed;single;basic.4y;no;telephone;jun;170;6;no
100329;37;technician;married;basic.6y;no;telephone;jun;87;3;no
147172;42;blue-collar;married;basic.6y;no;telephone;jun;298;4;no
179022;32;services;married;high.school;no;telephone;jun;244;3;no
108495;31;blue-collar;single;high.school;yes;telephone;jun;750;2;yes
113876;30;technician;married;professional.course;no;telephone;jun;169;1;no
100483;47;unknown;married;unknown;no;telephone;jun;139;3;no
107401;34;admin.;married;university.degree;yes;telephone;jun;14;14;no
121898;29;admin.;married;university.degree;no;telephone;jun;81;4;no
127040;28;services;married;unknown;no;telephone;jun;220;1;no
180203;50;services;single;high.school;no;telephone;jun;162;3;no
167071;25;unemployed;single;high.school;yes;telephone;jun;53;1;no
136479;35;technician;married;university.degree;no;telephone;jun;131;1;no
173378;34;blue-collar;married;basic.9y;no;telephone;jun;18;30;no
148627;24;blue-collar;married;basic.9y;no;telephone;jun;607;2;no
193265;52;retired;divorced;basic.4y;yes;telephone;jun;111;3;no
179476;59;retired;married;basic.4y;yes;telephone;jun;216;3;no
145830;26;blue-collar;married;basic.9y;yes;telephone;jun;102;35;no
128586;55;blue-collar;married;basic.4y;no;telephone;jun;431;1;no
116208;31;blue-collar;married;basic.9y;no;telephone;jun;19;21;no
198012;37;technician;single;high.school;no;telephone;jun;394;3;no
189169;36;management;single;university.degree;no;telephone;jun;301;6;no
100611;54;technician;married;university.degree;no;telephone;jun;71;4;no
160924;24;services;single;high.school;yes;telephone;jun;341;3;no
194459;53;technician;married;professional.course;no;telephone;jun;54;1;no
108024;28;admin.;married;university.degree;yes;telephone;jun;406;2;no
178437;32;technician;married;professional.course;yes;telephone;jun;226;2;no
123436;57;services;divorced;high.school;no;telephone;jun;168;1;no
139433;48;technician;married;high.school;unknown;telephone;jun;221;1;no
101644;34;admin.;married;university.degree;no;telephone;jun;703;1;no
176527;48;unemployed;divorced;basic.4y;no;telephone;jun;119;2;no
100030;39;services;single;high.school;no;telephone;jun;126;3;no
159411;33;admin.;married;high.school;no;telephone;jun;314;3;no
122505;37;technician;single;university.degree;no;telephone;jun;182;2;no
134282;32;blue-collar;married;high.school;no;telephone;jun;353;2;no
195976;42;admin.;single;high.school;no;telephone;jun;362;3;no
157615;34;blue-collar;married;basic.6y;no;telephone;jun;75;7;no
163526;35;admin.;married;high.school;no;telephone;jun;142;2;no
103364;47;blue-collar;married;basic.9y;no;telephone;jun;146;3;no
115764;42;housemaid;married;unknown;yes;telephone;jun;345;4;no
198810;57;management;married;university.degree;no;telephone;jun;103;3;no
135274;44;blue-collar;married;basic.4y;yes;telephone;jun;17;25;no
193406;47;blue-collar;married;basic.4y;yes;telephone;jun;2769;4;yes
163081;49;management;married;high.school;yes;telephone;jun;26;18;no
111955;30;blue-collar;married;basic.9y;no;telephone;jun;141;6;no
161456;41;blue-collar;married;basic.9y;no;telephone;jun;14;20;no
125836;32;blue-collar;divorced;basic.9y;yes;telephone;jun;1009;5;no
189559;39;entrepreneur;married;high.school;unknown;telephone;jun;440;3;no
145524;36;blue-collar;single;university.degree;no;telephone;jun;323;2;no
129661;30;technician;divorced;professional.course;yes;telephone;jun;80;3;no
124285;40;blue-collar;married;basic.9y;no;telephone;jun;154;3;no
102868;38;blue-collar;single;basic.6y;yes;telephone;jun;97;6;no
124767;51;admin.;married;high.school;no;telephone;jun;368;12;no
109933;55;management;married;university.degree;yes;telephone;jun;303;5;no
133407;36;admin.;married;university.degree;unknown;telephone;jun;375;2;no
196490;54;technician;married;high.school;no;telephone;jun;77;5;no
169854;32;student;single;university.degree;yes;telephone;jun;295;2;no
161037;29;blue-collar;single;high.school;no;telephone;jun;335;3;no
169675;52;entrepreneur;divorced;basic.4y;no;telephone;jun;69;4;no
179959;55;admin.;divorced;university.degree;no;telephone;jun;143;2;no
143092;41;technician;married;university.degree;yes;telephone;jun;153;4;no
196999;39;technician;married;professional.course;no;telephone;jun;83;2;no
167942;36;blue-collar;single;basic.6y;yes;telephone;jun;214;8;no
119632;44;services;divorced;high.school;no;telephone;jun;118;3;no
155785;37;admin.;married;high.school;no;telephone;jun;638;16;no
121430;36;technician;married;professional.course;no;telephone;jun;78;10;no
146706;34;services;married;high.school;no;telephone;jun;222;3;no
129990;50;technician;married;professional.course;yes;telephone;jun;78;5;no
131961;34;blue-collar;married;professional.course;no;telephone;jun;260;4;no
174080;34;admin.;married;university.degree;yes;telephone;jun;150;3;no
137386;36;services;married;high.school;no;telephone;jun;49;2;no
135559;52;management;divorced;high.school;no;telephone;jun;62;4;no
174731;45;blue-collar;divorced;basic.4y;yes;telephone;jun;100;8;no
165081;37;blue-collar;married;high.school;no;telephone;jun;138;3;no
188440;38;blue-collar;divorced;high.school;no;telephone;jun;329;13;no
158272;37;blue-collar;single;basic.9y;no;telephone;jun;338;7;no
133133;37;blue-collar;married;basic.9y;yes;telephone;jun;331;4;no
191698;30;technician;divorced;high.school;yes;telephone;jun;131;2;no
198600;48;services;divorced;basic.6y;yes;telephone;jun;319;8;no
196356;43;technician;single;professional.course;no;telephone;jun;315;2;no
166287;31;services;married;high.school;no;telephone;jun;37;6;no
199560;32;technician;single;university.degree;yes;telephone;jun;45;2;no
105768;35;blue-collar;married;basic.9y;no;telephone;jun;33;2;no
144601;37;blue-collar;single;high.school;no;telephone;jun;117;3;no
127813;29;blue-collar;married;basic.9y;no;telephone;jun;170;2;no
146409;43;admin.;married;university.degree;unknown;telephone;jun;104;2;no
174850;31;admin.;divorced;high.school;yes;telephone;jun;287;4;no
117333;37;technician;single;university.degree;yes;telephone;jun;43;1;no
192982;54;services;married;unknown;no;telephone;jun;345;2;no
160631;47;blue-collar;married;basic.4y;yes;telephone;jun;168;1;no
120448;39;blue-collar;married;basic.9y;no;telephone;jun;110;1;no
187622;59;retired;single;high.school;no;telephone;jun;193;1;no
106007;57;technician;divorced;university.degree;no;telephone;jun;187;1;no
189521;46;admin.;single;university.degree;yes;telephone;jun;198;1;no
149798;42;blue-collar;divorced;high.school;no;telephone;jun;256;1;no
115615;39;self-employed;married;basic.9y;yes;telephone;jun;145;1;no
198825;47;entrepreneur;married;professional.course;yes;telephone;jun;78;1;no
126080;50;admin.;married;high.school;yes;telephone;jun;285;1;no
103443;26;technician;single;professional.course;yes;telephone;jun;160;3;no
180811;50;admin.;married;high.school;no;telephone;jun;442;1;no
165976;54;management;divorced;university.degree;yes;telephone;jun;183;1;no
157462;46;housemaid;married;basic.4y;no;telephone;jun;166;1;no
195448;34;admin.;married;high.school;no;telephone;jun;83;1;no
156668;43;blue-collar;married;basic.9y;yes;telephone;jun;128;1;no
126979;31;services;single;university.degree;yes;telephone;jun;57;1;no
169252;25;student;single;high.school;yes;telephone;jun;173;1;no
118725;36;blue-collar;single;basic.9y;no;telephone;jun;145;1;no
110320;53;admin.;married;basic.9y;no;telephone;jun;116;1;no
147869;55;technician;married;university.degree;no;telephone;jun;126;1;no
122488;51;blue-collar;married;basic.4y;yes;telephone;jun;83;1;no
193077;39;blue-collar;married;basic.6y;no;telephone;jun;196;4;no
186624;31;admin.;divorced;high.school;unknown;telephone;jun;68;1;no
146599;41;admin.;married;university.degree;yes;telephone;jun;75;1;no
176827;38;blue-collar;single;basic.4y;no;telephone;jun;123;1;no
196758;28;blue-collar;single;basic.9y;no;telephone;jun;138;1;no
183768;44;technician;married;basic.6y;yes;telephone;jun;98;4;no
170050;50;services;single;basic.4y;yes;telephone;jun;355;2;no
118995;47;services;divorced;high.school;no;telephone;jun;115;1;no
183175;33;blue-collar;single;basic.4y;no;telephone;jun;147;1;no
153373;36;technician;married;professional.course;yes;telephone;jun;133;1;no
178896;30;blue-collar;divorced;basic.9y;no;telephone;jun;134;1;no
194099;34;admin.;single;high.school;no;telephone;jun;60;3;no
153923;35;entrepreneur;married;basic.6y;yes;telephone;jun;147;2;no
137941;37;technician;married;professional.course;yes;telephone;jun;296;1;no
118518;31;blue-collar;married;professional.course;no;telephone;jun;70;8;no
106950;53;blue-collar;married;basic.4y;no;telephone;jun;527;1;no
100001;49;blue-collar;married;basic.9y;no;telephone;jun;156;2;no
179506;47;services;married;high.school;yes;telephone;jun;187;1;no
130252;55;admin.;married;high.school;yes;telephone;jun;269;1;no
113137;48;admin.;married;high.school;yes;telephone;jun;306;1;no
182575;38;admin.;single;university.degree;no;telephone;jun;556;1;yes
177649;29;admin.;single;university.degree;no;telephone;jun;71;1;no
108839;54;admin.;married;university.degree;no;telephone;jun;483;1;no
121999;53;services;unknown;unknown;yes;telephone;jun;382;5;no
187985;36;blue-collar;married;basic.4y;no;telephone;jun;881;1;no
120856;32;blue-collar;married;basic.6y;no;telephone;jun;404;1;no
162251;24;blue-collar;married;basic.9y;no;telephone;jun;218;1;no
115041;27;blue-collar;married;basic.9y;no;telephone;jun;121;1;no
164444;28;admin.;married;high.school;no;telephone;jun;98;1;no
181477;37;self-employed;married;basic.9y;no;telephone;jun;243;1;no
156026;36;technician;married;university.degree;no;telephone;jun;181;1;no
198242;40;admin.;single;university.degree;no;telephone;jun;99;1;no
112742;27;self-employed;single;university.degree;no;telephone;jun;139;3;no
161766;25;blue-collar;married;basic.9y;no;telephone;jun;71;1;no
174113;42;services;married;high.school;no;telephone;jun;214;3;no
192184;36;services;divorced;university.degree;no;telephone;jun;198;1;no
183949;39;unemployed;married;university.degree;no;telephone;jun;132;2;no
177914;32;self-employed;married;professional.course;no;telephone;jun;129;1;no
150802;30;technician;married;high.school;no;telephone;jun;491;1;no
179307;32;blue-collar;married;basic.4y;no;telephone;jun;135;1;no
138778;34;admin.;married;university.degree;yes;telephone;jun;72;1;no
153926;30;blue-collar;single;basic.4y;no;telephone;jun;285;1;no
152079;50;management;single;university.degree;no;telephone;jun;255;1;no
110729;54;blue-collar;married;basic.9y;no;telephone;jun;72;1;no
173187;47;housemaid;single;basic.4y;no;telephone;jun;241;1;no
149393;32;self-employed;married;professional.course;no;telephone;jun;705;1;no
180960;56;technician;married;professional.course;no;telephone;jun;134;1;no
139446;30;admin.;single;high.school;yes;telephone;jun;483;1;no
177009;34;admin.;single;high.school;no;telephone;jun;423;1;no
155513;38;admin.;married;university.degree;yes;telephone;jun;43;9;no
199765;49;admin.;divorced;university.degree;unknown;telephone;jun;23;3;no
105085;35;technician;single;university.degree;no;telephone;jun;48;2;no
178945;45;blue-collar;single;basic.4y;no;telephone;jun;254;1;no
156224;32;unemployed;single;high.school;no;telephone;jun;34;11;no
169807;47;blue-collar;married;basic.6y;yes;telephone;jun;388;9;no
140428;36;technician;married;university.degree;no;telephone;jun;107;4;no
138373;50;management;married;high.school;yes;telephone;jun;135;1;no
180081;50;technician;married;professional.course;yes;telephone;jun;61;1;no
114183;25;technician;married;high.school;no;telephone;jun;157;5;no
132055;37;blue-collar;single;basic.6y;unknown;telephone;jun;82;2;no
181591;31;blue-collar;married;basic.6y;yes;telephone;jun;105;1;no
176629;38;admin.;single;basic.9y;no;telephone;jun;98;1;no
149322;45;technician;married;university.degree;yes;telephone;jun;189;1;no
142615;36;unemployed;married;high.school;yes;telephone;jun;652;2;no
193833;38;technician;single;university.degree;no;telephone;jun;206;1;no
179865;36;blue-collar;married;basic.9y;unknown;telephone;jun;174;1;no
178156;36;blue-collar;married;basic.9y;unknown;telephone;jun;30;3;no
147050;53;management;married;university.degree;no;telephone;jun;68;1;no
151048;45;admin.;married;high.school;yes;telephone;jun;174;2;no
152307;34;management;married;university.degree;yes;telephone;jun;150;2;no
191570;47;blue-collar;married;basic.9y;yes;telephone;jun;123;1;no
119723;49;blue-collar;married;basic.9y;no;telephone;jun;64;1;no
120846;31;technician;single;university.degree;no;telephone;jun;91;2;no
124028;38;management;married;high.school;yes;telephone;jun;77;1;no
191313;57;retired;single;professional.course;no;telephone;jun;78;1;no
109145;49;blue-collar;married;basic.9y;yes;telephone;jun;79;31;no
123559;51;blue-collar;married;basic.4y;yes;telephone;jun;85;1;no
167109;39;admin.;divorced;high.school;no;telephone;jun;139;1;no
170744;54;management;married;university.degree;yes;telephone;jun;89;1;no
184185;52;services;married;high.school;yes;telephone;jun;168;2;no
175879;46;blue-collar;married;university.degree;yes;telephone;jun;436;5;no
122601;41;technician;married;university.degree;no;telephone;jun;88;2;no
192896;40;admin.;married;high.school;unknown;telephone;jun;43;6;no
113300;38;blue-collar;married;basic.9y;yes;telephone;jun;156;4;no
166961;37;blue-collar;married;high.school;yes;telephone;jun;171;1;no
182341;31;services;married;high.school;yes;telephone;jun;157;1;no
101843;48;blue-collar;married;basic.6y;yes;telephone;jun;130;1;no
170342;44;technician;divorced;professional.course;no;telephone;jun;50;2;no
174231;36;technician;single;university.degree;yes;telephone;jun;49;1;no
119783;32;self-employed;married;basic.9y;unknown;telephone;jun;120;1;no
115393;27;entrepreneur;single;university.degree;no;telephone;jun;259;3;no
151485;35;blue-collar;married;basic.9y;yes;telephone;jun;79;1;no
109654;33;blue-collar;married;basic.9y;no;telephone;jun;321;1;no
129683;37;technician;married;professional.course;yes;telephone;jun;192;1;no
177660;36;technician;married;high.school;no;telephone;jun;128;1;no
139710;39;blue-collar;married;basic.6y;yes;telephone;jun;108;1;no
106395;33;entrepreneur;married;university.degree;yes;telephone;jun;187;2;no
155817;45;unknown;married;unknown;no;telephone;jun;164;4;no
113218;30;blue-collar;married;basic.6y;no;telephone;jun;67;1;no
171443;44;technician;single;unknown;yes;telephone;jun;445;2;no
106037;42;blue-collar;married;basic.9y;no;telephone;jun;41;1;no
127244;32;management;single;university.degree;yes;telephone;jun;344;2;no
137611;37;admin.;married;high.school;yes;telephone;jun;167;1;no
109352;39;unemployed;married;basic.9y;yes;telephone;jun;605;5;no
172047;42;blue-collar;divorced;high.school;yes;telephone;jun;226;1;no
180889;30;technician;single;university.degree;no;telephone;jun;179;2;no
178323;33;unemployed;divorced;professional.course;yes;telephone;jun;353;1;no
103484;39;blue-collar;married;basic.9y;yes;telephone;jun;34;2;no
133931;43;technician;married;professional.course;no;telephone;jun;161;1;no
176893;56;housemaid;divorced;basic.4y;yes;telephone;jun;77;5;no
150553;38;admin.;married;university.degree;no;telephone;jun;346;2;no
103184;51;blue-collar;married;basic.4y;no;telephone;jun;781;1;yes
166719;44;admin.;divorced;high.school;no;telephone;jun;81;2;no
160521;36;management;married;university.degree;yes;telephone;jun;269;1;no
128239;41;services;married;high.school;yes;telephone;jun;31;1;no
185476;39;student;single;unknown;yes;telephone;jun;367;1;no
170314;32;technician;married;professional.course;yes;telephone;jun;229;1;no
140359;49;admin.;single;unknown;unknown;telephone;jun;479;1;no
111889;47;admin.;married;university.degree;no;telephone;jun;24;1;no
172693;33;blue-collar;married;basic.9y;no;telephone;jun;16;3;no
163378;47;technician;married;professional.course;no;telephone;jun;88;2;no
133198;37;blue-collar;married;basic.6y;no;telephone;jun;714;2;no
155519;45;admin.;divorced;university.degree;yes;telephone;jun;205;1;no
186995;38;blue-collar;married;professional.course;no;telephone;jun;291;1;no
110308;57;housemaid;married;basic.6y;no;telephone;jun;986;1;no
193898;57;self-employed;married;unknown;yes;telephone;jun;279;1;no
179987;31;admin.;married;high.school;yes;telephone;jun;166;2;no
190828;35;blue-collar;married;basic.6y;no;telephone;jun;92;1;no
123905;58;retired;married;basic.4y;yes;telephone;jun;254;1;no
127817;57;management;divorced;university.degree;yes;telephone;jun;236;2;no
173476;30;technician;single;professional.course;no;telephone;jun;19;4;no
138295;50;admin.;married;university.degree;yes;telephone;jun;93;2;no
145496;43;unemployed;married;basic.9y;yes;telephone;jun;200;4;no
171769;33;technician;married;university.degree;no;telephone;jun;176;3;no
144097;32;admin.;single;university.degree;yes;telephone;jun;1162;2;no
174380;28;entrepreneur;married;basic.9y;yes;telephone;jun;1848;1;yes
134322;30;self-employed;single;university.degree;no;telephone;jun;74;6;no
138430;37;management;married;university.degree;no;telephone;jun;490;4;yes
183833;50;services;divorced;high.school;no;telephone;jun;291;2;no
132348;31;blue-collar;married;basic.9y;yes;telephone;jun;1051;3;yes
107825;27;housemaid;married;basic.9y;yes;telephone;jun;614;4;no
171964;35;services;single;high.school;yes;telephone;jun;437;2;no
124375;22;student;single;high.school;unknown;telephone;jun;1199;2;no
199762;50;blue-collar;married;basic.4y;no;telephone;jun;209;3;no
145801;37;technician;married;high.school;yes;telephone;jun;115;2;no
199225;25;unemployed;single;high.school;yes;telephone;jun;292;3;no
127806;40;admin.;married;university.degree;yes;telephone;jun;370;2;no
153729;57;management;married;university.degree;yes;telephone;jun;412;7;no
112801;50;blue-collar;divorced;basic.9y;no;telephone;jun;108;6;no
105883;43;admin.;single;high.school;no;telephone;jun;495;2;no
196220;60;self-employed;married;professional.course;no;telephone;jun;247;5;no
